Date,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Note,,
12/12/2016,52,,,,,L,2413,2330,83,JustWingIt,Bnutus,Cthulhu,Doppelganger,XcbagsX,Zephy,Wave,Fredward,WØlf,Caboose118,Forlenza,Rayztheroof,Temple of Anubis,3,2,n/a,0,Defend,4,Ana,Lucio,,,,
12/12/2016,52,,,,,L,2413,2330,83,JustWingIt,Bnutus,Cthulhu,Doppelganger,XcbagsX,Zephy,Wave,Fredward,WØlf,Caboose118,Forlenza,Rayztheroof,Temple of Anubis,4,1,n/a,0,Attack,4,Ana,,,,,
12/12/2016,53,2512,2446,-66,,L,2926,2900,26,JustWingIt,Berezaa,Jrey,ManoftheWild,Yrova,Heiden,Rodz,Lantern,Elking,Libb,Rasp,Shadowspawn,Ilios,-,wllwl,2-3,,CP,21,Ana,,,,,
12/12/2016,54,2446,2477,31,,W,2908,2961,-53,JustWingIt,Berezaa,Jrey,ManoftheWild,Yrova,Wingsno1,Eventhorizon,Adamsky,Annie,GiJose,Jaydubz,Win4Life,Hollywood,1,3,79.06,0,Attack,10,Ana,,,,,
12/12/2016,54,,,,,W,2908,2961,-53,JustWingIt,Berezaa,Jrey,ManoftheWild,Yrova,Wingsno1,Eventhorizon,Adamsky,Annie,GiJose,Jaydubz,Win4Life,Hollywood,2,-,74.8,0,Defend,8,Ana,,,,,
12/12/2016,55,2477,2502,25,,W,2927,2848,79,JustWingIt,Berezaa,Jrey,ManoftheWild,Yrova,Itsaka,Dracid,Hookehulol,Longclaw,Ravencross,Spotter092,Trix,Dorado,1,2,62.53,0,Defend,8,Ana,,,,,
12/12/2016,55,,,,,W,2927,2848,79,JustWingIt,Berezaa,Jrey,ManoftheWild,Yrova,Itsaka,Dracid,Hookehulol,Longclaw,Ravencross,Spotter092,Trix,Dorado,2,3,62.54,3:06,Attack,5,Ana,,,,,
12/13/2016,56,2502,2479,-23,,L,2735,2760,-25,JustWingIt,Poke,Geeksquad,Natsuki,Blindburris,Draconian,Buch,Samphantom,Bigtree,Psychotic,Antxs,Shaunyc,Temple of Anubis,1,1,n/a,0,Attack,8,Ana,,,,,
12/13/2016,56,,,,,L,2735,2760,-25,JustWingIt,Poke,Geeksquad,Natsuki,Blindburris,Draconian,Buch,Samphantom,Bigtree,Psychotic,Antxs,Shaunyc,Temple of Anubis,2,2,n/a,0,Defend,10,Mercy,,,,,
12/13/2016,57,2479,2479,0,,Draw,2778,2791,-13,JustWingIt,Darkot,HBHack,MrSstone,Poke,Henchen10,Shmoo,Gnade,Prescea,Sgttcupit,Temper,TheDarklorax,Eichenwalde,1,0,0,0,Attack,4,Ana,,,,,
12/13/2016,57,,,,,Draw,2778,2791,-13,JustWingIt,Darkot,HBHack,MrSstone,Poke,Henchen10,Shmoo,Gnade,Prescea,Sgttcupit,Temper,TheDarklorax,Eichenwalde,2,0,0,0,Defend,4,Mercy,,,,,
12/13/2016,58,2479,2458,-21,,L,2774,2707,67,JustWingIt,Darkot,HBHack,MrSstone,Poke,SneakyToto,BobBobinson,Mirawj,Captainharry,Joe,Lookitsian,Thorn,Numbani,1,2,33.94,0,Defend,8,Mercy,Lucio,,,,
12/13/2016,58,,,,,L,2774,2707,67,JustWingIt,Darkot,HBHack,MrSstone,Poke,SneakyToto,BobBobinson,Mirawj,Captainharry,Joe,Lookitsian,Thorn,Numbani,2,0,0,0,Attack,5,Ana,,,,,
12/13/2016,59,2458,2435,-23,,L,2884,2968,-84,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Cody,JosePhsg,Kittie,MicroJackson,Nomic,SovietBear,Numbani,1,1,85.25,0,Attack,6,Ana,,,,,
12/13/2016,59,,,,,L,2884,2968,-84,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Cody,JosePhsg,Kittie,MicroJackson,Nomic,SovietBear,Numbani,2,2,85.25,1:25,Defend,6,Ana,,,,,
12/13/2016,60,2435,2469,34,,W,2861,2911,-50,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Fuze,Hoooooooward,IIIIIIIIII,Kirisaki,SpicyFish,TLJDRBIll,Lijiang Tower,-,wlww,3-1,,CP,20,Lucio,,,,,
12/13/2016,61,2469,2447,-22,,L,2888,2902,-14,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Bumblesnatch,Gigglepies,Krixirtv,Michinaii,Ramzaa,SeanGP,Route 66,1,3,74.5,2:11,Defend,5,Ana,,,,,
12/13/2016,61,,,,,L,2888,2902,-14,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Bumblesnatch,Gigglepies,Krixirtv,Michinaii,Ramzaa,SeanGP,Route 66,2,2,65.49,0,Attack,8,Mercy,,,,,
12/13/2016,62,2447,2427,-20,,L,2867,2930,-63,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Bumblesnatch,Gigglepies,Krixirtv,Michinaii,Ramzaa,SeanGP,Hollywood,1,3,79.06,0:22,Defend,7,Ana,,,Beast had internet problems :( But she came back for next round,,
12/13/2016,62,,,,,L,2867,2930,-63,JustWingIt,Beast,Darkot,Looty,ManoftheWild,Yrova,Bumblesnatch,Gigglepies,Krixirtv,Michinaii,Ramzaa,SeanGP,Hollywood,2,2,75.56,0,Attack,9,Mercy,,,,,
12/13/2016,63,2427,2401,-26,,L,2862,2854,8,JustWingIt,Darkot,Looty,ManoftheWild,Yrova,Acid,Awestruck,Bluemagic111,FrostWolf,Schroederq,ThatCat,Yoshitsune,Ilios,-,wlll,1-3,,CP,20,Lucio,Ana,,,,
12/13/2016,64,2401,2401,0,,Draw,2755,2723,32,JustWingIt,Darkot,HBHack,Yrova,Sparkmotion,GTFrostBite,Perjuro,JagBag,Conair1233,Deku,Gyra,Trigg3rh4ppy,Temple of Anubis,1,0,0,0,Attack,5,Luico,,,,,
12/13/2016,64,,,,,Draw,2755,2723,32,JustWingIt,Darkot,HBHack,Yrova,Sparkmotion,GTFrostBite,Perjuro,JagBag,Conair1233,Deku,Gyra,Trigg3rh4ppy,Temple of Anubis,2,0,0,0,Defend,5,Symmetra,,,,,
12/13/2016,65,2401,2427,26,,W,2736,2752,-16,JustWingIt,Darkot,HBHack,Yrova,Shyguyftw,Wolfgang,Windowsvista,Mainukraine,Blaine,Dankmuffins,Dappermafia,Psychosalt,Gibraltar,1,3,88.63,0,Attack,8,Lucio,,,,,
12/13/2016,65,,,,,W,2736,2752,-16,JustWingIt,Darkot,HBHack,Yrova,Shyguyftw,Wolfgang,Windowsvista,Mainukraine,Blaine,Dankmuffins,Dappermafia,Psychosalt,Gibraltar,2,2,64.99,0,Defend,7,Zen,,,,,
12/13/2016,66,2427,2451,24,,W,2762,2704,58,JustWingIt,Darkot,HBHack,Looty,ManoftheWild,Valence,Fosh,BigSpicyDad,Godzilla0X5,LilSourSonny,MrBean,Solbee,Hanamura,1,2,n/a,4:09,Attack,4,Ana,,,Enemy: Quad tank. Valance solo queue support main,,
12/13/2016,66,,,,,W,2762,2704,58,JustWingIt,Darkot,HBHack,Looty,ManoftheWild,Valence,Fosh,BigSpicyDad,Godzilla0X6,LilSourSonny,MrBean,Solbee,Hanamura,2,2,n/a,4:52,Defend,3,Symmetra,,,,,
12/13/2016,66,,,,,W,2762,2704,58,JustWingIt,Darkot,HBHack,Looty,ManoftheWild,Valence,Fosh,BigSpicyDad,Godzilla0X7,LilSourSonny,MrBean,Solbee,Hanamura,3,4,n/a,0:17,Attack,5,Ana,,,,,
12/13/2016,66,,,,,W,2762,2704,58,JustWingIt,Darkot,HBHack,Looty,ManoftheWild,Valence,Fosh,BigSpicyDad,Godzilla0X8,LilSourSonny,MrBean,Solbee,Hanamura,4,3,n/a,0,Defend,6,Mercy,,,,,
12/14/2016,67,2451,2477,26,,W,2755,2736,19,JustWingIt,Beast,CeleryMan,Ethansky,Cybolt,Maximus,ChaseMei,NynameJeff,NoobragePhd,BrycePoke,Ehmeth,Tony9684,Eichenwalde,1,1,108,0,Attack,7,Ana,,,,,
12/14/2016,67,,,,,W,2755,2736,19,JustWingIt,Beast,CeleryMan,Ethansky,Cybolt,Maximus,ChaseMei,NynameJeff,NoobragePhd,BrycePoke,Ehmeth,Tony9684,Eichenwalde,2,0,0,0,Defend,4,Ana,,,,,
12/14/2016,68,2477,2450,-27,,L,2737,2745,-8,JustWingIt,Beast,CeleryMan,Looty,Raptor,Anachron,Fluffeh,BroBBafett,BetterBiscui,Pokes,Xmeiz,Zero,Hollywood,1,2,72.56,0,Attack,9,Ana,,,,,
12/14/2016,68,,,,,L,2737,2745,-8,JustWingIt,Beast,CeleryMan,Looty,Raptor,Anachron,Fluffeh,BroBBafett,BetterBiscui,Pokes,Xmeiz,Zero,Hollywood,2,3,72.57,0,Defend,8,Ana,,,,,
12/15/2016,69,2450,2431,-19,,L,2901,2925,-24,JustWingIt,Beast,EbikeMike,ManoftheWild,ShuttleCock,Yrova,Covie,Doom,Fasiovita,HornyVortex,Listener,TrillCosby,Nepal,-,lll,0-3,,CP,12,Ana,,,,,
12/15/2016,70,2431,2407,-24,,L,2946,2990,-44,JustWingIt,Beast,ManoftheWild,Yrova,ColdSteel,Comfy,Faustye,Gotti,AngXIII,Glassy,PorkChop,WreckFestx,Lijiang Tower,-,wllwl,2-3,,CP,21,Ana,,,,,
12/15/2016,71,2407,2407,0,,-,2895,2890,5,JustWingIt,Beast,ManoftheWild,Yrova,Deathcab,PasstheSalt,Cheesus,Ranzick,Coldsteel,Devo,FapptotheFut,keeper,Hanamura,1,-,n/a,,Defend,-,Lucio,,,Leaver Game Ended,,
12/15/2016,72,2407,2407,0,,Draw,2908,2881,27,JustWingIt,Beast,ManoftheWild,Yrova,Deathcab,Duzzles,MasterCode35,Eekatoosh,Anticide,Misty,Spru,TheComrade,King's Row,1,0,0,0,Defend,4,Zen,,,,,
12/15/2016,72,,,,,Draw,2908,2881,27,JustWingIt,Beast,ManoftheWild,Yrova,Deathcab,Duzzles,MasterCode35,Eekatoosh,Anticide,Misty,Spru,TheComrade,King's Row,2,0,0,0,Attack,4,Zen,,,,,
12/15/2016,73,2407,2379,-28,,L,2930,2894,36,JustWingIt,Beast,ManoftheWild,Yrova,Eekatoosh,Fanta5a,Kingavalon,Xenorae,Anticide,Misty,Spru,TheComrade,Volskaya Industries,1,2,n/a,4:51,Defend,3.5,Ana,,,,,
12/15/2016,73,,,,,L,2930,2894,36,JustWingIt,Beast,ManoftheWild,Yrova,Eekatoosh,Fanta5a,Kingavalon,Xenorae,Anticide,Misty,Spru,TheComrade,Volskaya Industries,2,2,n/a,3.04,Attack,6,Ana,,,,,
12/15/2016,73,,,,,L,2930,2894,36,JustWingIt,Beast,ManoftheWild,Yrova,Eekatoosh,Fanta5a,Kingavalon,Xenorae,Anticide,Misty,Spru,TheComrade,Volskaya Industries,3,0,n/a,0,Attack,3,Ana,,,,,
12/15/2016,73,,,,,L,2930,2894,36,JustWingIt,Beast,ManoftheWild,Yrova,Eekatoosh,Fanta5a,Kingavalon,Xenorae,Anticide,Misty,Spru,TheComrade,Volskaya Industries,4,1,n/a,1:34,Defend,3,Symmetra,,,Reaper was AFK for a bit.,,
12/15/2016,74,2379,2351,-28,,L,2917,2980,-63,JustWingIt,Beast,ManoftheWild,Yrova,DoomMachine,Schmettykins,Aspartamay,John,MayGan,Nubz,Shihx,Tin,Route 66,1,0,76.81,,Attack,4,Ana,,,,,
12/15/2016,74,,,,,L,2917,2980,-63,JustWingIt,Beast,ManoftheWild,Yrova,DoomMachine,Schmettykins,Aspartamay,John,MayGan,Nubz,Shihx,Tin,Route 66,2,1,76.82,0:01:04,Defend,4,Mercy,,,,,
12/15/2016,75,2351,2378,27,,W,2590,2598,-8,JustWingIt,HBHack,Looty,BenBaller,OneBallBilly,Apple,Yolo,Spooge,Jakekele,Jet4Sale,PureRnge153,SaltRook,Lijiang Tower,-,wwlw,3-1,,CP,15,Lucio,,,,,
12/15/2016,76,2378,2405,27,,W,2642,2581,61,JustWingIt,HBHack,Looty,Fierach,Knightniqqa,Whereismydad,슈퍼 정환,Ekct,Gadget,Cactussmoke,Profhindsite,TheCheat,Numbani,1,3,71.75,0,Defend,8,Zen,,,,,
12/15/2016,76,,,,,W,2642,2581,61,JustWingIt,HBHack,Looty,Fierach,Knightniqqa,Whereismydad,슈퍼 정환,Ekct,Gadget,Cactussmoke,Profhindsite,TheCheat,Numbani,2,3,71.75,4:44,Attack,3.5,Lucio,,,,,
12/15/2016,76,,,,,W,2642,2581,61,JustWingIt,HBHack,Looty,Fierach,Knightniqqa,Whereismydad,슈퍼 정환,Ekct,Gadget,Cactussmoke,Profhindsite,TheCheat,Numbani,3,4,0,3:47,Attack,1,Lucio,,,,,
12/15/2016,77,2405,2433,28,,W,2635,2597,38,JustWingIt,HBHack,Looty,Samskii,Naître,Gold,InternetTurtl,BTSTaehyung,GenjiOnly,ChirbraJosh,Dmitrov,Echelon,Eichenwalde,1,2,57,0,Defend,7,Lucio,,,,,
12/15/2016,77,,,,,W,2635,2597,38,JustWingIt,HBHack,Looty,Samskii,Naître,Gold,InternetTurtl,BTSTaehyung,GenjiOnly,ChirbraJosh,Dmitrov,Echelon,Eichenwalde,2,3,57.01,1:50,Attack,6.5,Ana,,,,,
12/16/2016,78,2433,2464,31,,W,2593,2558,35,JustWingIt,CeleryMan,Clapiy,JohnC3na,Rayne,Trando,Valkyrieeir,Matthew,Turpz,Dragon1562,Monobri,Peaches,Eichenwalde,1,0,0,0,Defend,5,Lucio,,,Rayne and his group was good and nice,,
12/16/2016,78,,,,,W,2593,2558,35,JustWingIt,CeleryMan,Clapiy,JohnC3na,Rayne,Trando,Valkyrieeir,Matthew,Turpz,Dragon1562,Monobri,Peaches,Eichenwalde,2,1,0,0:50,Attack,3:10,Lucio,,,,,
12/16/2016,79,2464,2438,-26,,L,2600,2597,3,JustWingIt,CeleryMan,Carryez,Rjson,Butchplease,JohnnyLusch,Ramms,Taurineline,YoFamCody,YoFamNick,HighPom,Nakira,Route 66,1,3,74.5,1:01,Defend,6,Ana,,,,,
12/16/2016,79,,,,,L,2600,2597,3,JustWingIt,CeleryMan,Carryez,Rjson,Butchplease,JohnnyLusch,Ramms,Taurineline,YoFamCody,YoFamNick,HighPom,Nakira,Route 66,2,3,74.5,2:30,Attack,5,Ana,,,,,
12/16/2016,79,,,,,L,2600,2597,3,JustWingIt,CeleryMan,Carryez,Rjson,Butchplease,JohnnyLusch,Ramms,Taurineline,YoFamCody,YoFamNick,HighPom,Nakira,Route 66,3,4,57.69,0,Defend,2,Ana,,,,,
12/16/2016,79,,,,,L,2600,2597,3,JustWingIt,CeleryMan,Carryez,Rjson,Butchplease,JohnnyLusch,Ramms,Taurineline,YoFamCody,YoFamNick,HighPom,Nakira,Route 66,4,3,34:38:00,0,Attack,3,Ana,,,We got off cart :(,,
12/16/2016,80,2438,2415,-23,,L,2569,2553,16,JustWingIt,CeleryMan,Toxic,Mzesus,Mercy,Motoko,Xotik,OuterHaven89,War,Safo,Lulut,PBNarjay,Ilios,-,lll,n/a,,CP,17,Lucio,Ana,,,,
12/16/2016,81,2415,2439,24,,W,2579,2535,44,JustWingIt,CeleryMan,Mercy,Chatillonel,GunsnRoses,Locust,Minus,Oathkeeper,V1x,Brock,CrunchyMilk,Deakn,Lijiang Tower,-,www,n/a,,CP,16,Lucio,Ana,,,,
12/16/2016,82,2439,2415,-24,,L,2547,2582,-35,JustWingIt,CeleryMan,Nope,ShadowStorm,Vincent1234,Yrureading,Lowkey,Nero,Vital,FaddleWorth,Maximus,Nubz,Dorado,1,3,85.75,0:41,Defend,7.5,Lucio,Zen,,Vital was genji and good at taking me out before doing anything else,,
12/16/2016,82,,,,,L,2547,2582,-35,JustWingIt,CeleryMan,Nope,ShadowStorm,Vincent1234,Yrureading,Lowkey,Nero,Vital,FaddleWorth,Maximus,Nubz,Dorado,2,2,29.11,0,Attack,9.5,Zen,Lucio,,,,
12/16/2016,83,2415,2445,30,,W,2857,2892,-35,JustWingIt,Berezaa,ManoftheWild,TurtleMac,Contact,KalfS2,HappyFeet,KingPiehi900,Iimitate,ChickenFing,Lemonade,Mambo,Ilios,-,www,n/a,,CP,13.5,Lucio,,,,,
12/16/2016,84,2445,2467,22,,W,2880,2877,3,JustWingIt,Berezaa,ManoftheWild,Windtalker,Yummypotato,Recaff,DJCP,Raviolilord,Ralum38,ChickenFing,Lemonade,Mambo,Hanamura,1,2,n/a,0,Attack,11,Ana,,,,,
12/16/2016,84,,,,,W,2880,2877,3,JustWingIt,Berezaa,ManoftheWild,Windtalker,Yummypotato,Recaff,DJCP,Raviolilord,Ralum38,ChickenFing,Lemonade,Mambo,Hanamura,2,1,n/a,0,Defend,10,Lucio,,,,,
12/16/2016,85,2467,2445,-22,,L,2916,2909,7,JustWingIt,Berezaa,ManoftheWild,Jmaster220,AllLuckNoSkil,TheasianOne,Jaquiez,NyQuil,Coyote117,Artoriaz,Cieleux,Vitalogy,Numbani,1,2,71.06,0,Attack,8,Ana,,,,,
12/16/2016,85,,,,,L,2916,2909,7,JustWingIt,Berezaa,ManoftheWild,Jmaster220,AllLuckNoSkil,TheasianOne,Jaquiez,NyQuil,Coyote117,Artoriaz,Cieleux,Vitalogy,Numbani,2,3,71.07,0:51,Defend,7.5,Ana,,,,,
12/16/2016,86,2445,2466,21,,W,2938,2918,20,JustWingIt,Berezaa,ManoftheWild,Yrova,Aftix,Xkrew,Getschwifty,KSubi,Channel,DeathbyOtter,Popolamma,Yeaboiiiiiii,Route 66,1,2,73.52,0,Attack,7.5,Ana,,,,,
12/16/2016,86,,,,,W,2938,2918,20,JustWingIt,Berezaa,ManoftheWild,Yrova,Aftix,Xkrew,Getschwifty,KSubi,Channel,DeathbyOtter,Popolamma,Yeaboiiiiiii,Route 66,2,0,60.29,0,Defend,4.5,Ana,,,,,
12/16/2016,87,2466,2441,-25,,L,2894,2900,-6,JustWingIt,Berezaa,Yrova,DJHellray,IcountCards,Sweeterman,Axterin,Addhan,BlackTemplar,Annihilated,BobyJØ3,Symbah,King's Row,1,1,88.82,0,Attack,9,Ana,,,,,
12/16/2016,87,,,,,L,2894,2900,-6,JustWingIt,Berezaa,Yrova,DJHellray,IcountCards,Sweeterman,Axterin,Addhan,BlackTemplar,Annihilated,BobyJØ3,Symbah,King's Row,2,2,88.83,2:57,Defend,4,Zen,,,,,
12/16/2016,88,2441,2465,24,,W,2626,2552,74,JustWingIt,Celeryman,Looty,Sebaqlmalo,HappyKrappy,Bewhy,Sparrow,Wicketman8,Deamberson,Lebron,LitKey,YokeDox,Ilios,-,lwwlw,3-2,,CP,21,Lucio,,,,,
12/16/2016,89,2465,2490,25,,W,2755,2756,-1,JustWingIt,Celeryman,Darkot,HBHack,Looty,DeadW8Dave,OnlyDreaming,Sclang,Crungler,Shortii,Stratos,TheRustling,Volskaya Industries,1,2,n/a,2:01,Defend,6,Ana,,,,,
12/16/2016,89,,,,,W,2755,2756,-1,JustWingIt,Celeryman,Darkot,HBHack,Looty,DeadW8Dave,OnlyDreaming,Sclang,Crungler,Shortii,Stratos,TheRustling,Volskaya Industries,2,2,n/a,4:06,Attack,4.5,Ana,,,,,
12/16/2016,89,,,,,W,2755,2756,-1,JustWingIt,Celeryman,Darkot,HBHack,Looty,DeadW8Dave,OnlyDreaming,Sclang,Crungler,Shortii,Stratos,TheRustling,Volskaya Industries,3,0,n/a,0,Defend,3,Ana,,,,,
12/16/2016,89,,,,,W,2755,2756,-1,JustWingIt,Celeryman,Darkot,HBHack,Looty,DeadW8Dave,OnlyDreaming,Sclang,Crungler,Shortii,Stratos,TheRustling,Volskaya Industries,4,1,n/a,2:51,Attack,1,Ana,,,,,
12/16/2016,90,2490,2465,-25,,L,2761,2745,16,JustWingIt,Celeryman,Darkot,HBHack,Looty,Monikamen,KennyOwnZ,TheBoraXKid,AminZom,Dante,JigglyNator,Llamas,Temple of Anubis,1,2,n/a,5:36,Defend,2:30,Ana,,,,,
12/16/2016,90,,,,,L,2761,2745,16,JustWingIt,Celeryman,Darkot,HBHack,Looty,Monikamen,KennyOwnZ,TheBoraXKid,AminZom,Dante,JigglyNator,Llamas,Temple of Anubis,2,0,n/a,0,Attack,5,Ana,,,,,
12/16/2016,91,2465,2442,-23,,L,2736,2712,24,JustWingIt,Celeryman,Darkot,HBHack,Looty,Monikamen,Alpha,Ayumu,AZad,Breezy,Silver,Tyson,Gibraltar,1,2,82,0,Defend,8,Ana,,,,,
12/16/2016,91,,,,,L,2736,2712,24,JustWingIt,Celeryman,Darkot,HBHack,Looty,Monikamen,Alpha,Ayumu,AZad,Breezy,Silver,Tyson,Gibraltar,2,1,67.54,0,Attack,7,Ana,,,,,
12/16/2016,92,2442,2465,23,,W,2800,2776,24,JustWingIt,Celeryman,Darkot,HBHack,Looty,ManoftheWild,Ender5lime,Equalizer,SaltyStick,TheBabaDook,TubeSock,Yarcod,Dorado,1,1,94.84,0,Defend,7,Ana,,,,,
12/16/2016,92,,,,,W,2800,2776,24,JustWingIt,Celeryman,Darkot,HBHack,Looty,ManoftheWild,Ender5lime,Equalizer,SaltyStick,TheBabaDook,TubeSock,Yarcod,Dorado,2,2,94.85,4:10,Attack,2.5,Ana,,,,,
12/16/2016,93,2465,2490,25,,W,2823,2797,26,JustWingIt,Celeryman,Darkot,HBHack,Looty,ManoftheWild,Ender5lime,Equalizer,SaltyStick,TheBabaDook,TubeSock,Yarcod,Nepal,-,wwlw,3-1,,CP,14.5,Ana,,,,,
12/16/2016,94,2490,2464,-26,,L,2793,2725,68,JustWingIt,Celeryman,Darkot,HBHack,Looty,ManoftheWild,Ender5lime,Equalizer,SaltyStick,TheBabaDook,TubeSock,Yarcod,Hanamura,1,1,n/a,Check,Attack,8.5,Ana,,,,,
12/16/2016,94,,,,,L,2793,2725,68,JustWingIt,Celeryman,Darkot,HBHack,Looty,ManoftheWild,Ender5lime,Equalizer,SaltyStick,TheBabaDook,TubeSock,Yarcod,Hanamura,2,2,n/a,Check,Defend,5,Ana,,,,,
12/17/2016,95,2464,2484,20,,W,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,Aquastasis,Dodecaplex,ElementToid,IHauntShadow,SS66Seeker,WillKappa,Temple of Anubis,1,2,n/a,3:36,Attack,5,Ana,,,,,
12/17/2016,95,,,,,W,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,Aquastasis,Dodecaplex,ElementToid,IHauntShadow,SS66Seeker,WillKappa,Temple of Anubis,2,1,n/a,0,Defend,8.5,Ana,,,,,
12/17/2016,96,2484,2456,-28,,L,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,RedNightGlar,Auto,Darkness,Neroes,Shadow,WinkGate,Gibraltar,1,3,88.63,1:52,Attack,6,Ana,,,,,
12/17/2016,96,,,,,L,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,RedNightGlar,Auto,Darkness,Neroes,Shadow,WinkGate,Gibraltar,2,3,88.63,2:34,Defend,5.5,Ana,,,,,
12/17/2016,96,,,,,L,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,RedNightGlar,Auto,Darkness,Neroes,Shadow,WinkGate,Gibraltar,3,1,43.22,0,Attack,3.5,Ana,,,,,
12/17/2016,96,,,,,L,-,-,-,JustWingIt,AdamFro,Celeryman,Conniving,HBHack,Looty,RedNightGlar,Auto,Darkness,Neroes,Shadow,WinkGate,Gibraltar,4,2,43.23,0,Defend,3.5,Ana,,,,,
12/17/2016,97,2456,2483,27,,W,-,-,-,JustWingIt,Celeryman,Conniving,HBHack,Reiizm,McPenguin,Whis,TaterTots,BillyTan,Bootleghetto,Chuee89,LayZie,Numbani,1,3,71.69,3:13,Attack,4,Lucio,,,,,
12/17/2016,97,,,,,W,-,-,-,JustWingIt,Celeryman,Conniving,HBHack,Reiizm,McPenguin,Whis,TaterTots,BillyTan,Bootleghetto,Chuee89,LayZie,Numbani,2,3,71.69,1:22,Defend,8,Mercy,,,,,
12/17/2016,97,,,,,W,-,-,-,JustWingIt,Celeryman,Conniving,HBHack,Reiizm,McPenguin,Whis,TaterTots,BillyTan,Bootleghetto,Chuee89,LayZie,Numbani,3,0,0,0,Defend,2,Ana,,,,,
12/17/2016,97,,,,,W,-,-,-,JustWingIt,Celeryman,Conniving,HBHack,Reiizm,McPenguin,Whis,TaterTots,BillyTan,Bootleghetto,Chuee89,LayZie,Numbani,4,1,0,1:54,Attack,1.5,Ana,,,,,
12/17/2016,98,2483,2483,0,,Draw,-,-,-,JustWingIt,Celeryman,Conniving,Dreamerz,Cookies,Roy,JKT,GhostDragon,Panda,Gravis,Radonn,Sobie,Numbani,1,0,0,0,Defend,4.5,Ana,,,,,
12/17/2016,98,,,,,Draw,-,-,-,JustWingIt,Celeryman,Conniving,Dreamerz,Cookies,Roy,JKT,GhostDragon,Panda,Gravis,Radonn,Sobie,Numbani,2,0,0,0,Attack,5,Ana,,,,,
12/17/2016,99,2483,2459,-24,,L,2885,2866,19,JustWingIt,Berezaa,HBHack,Looty,Yrova,AMHelix,MagicHour,Wanheda,Panda,Sklar,Toki,Versatyle,Hollywood,1,3,79.06,0:45,Defend,8,Ana,,,,,
12/17/2016,99,,,,,L,2885,2866,19,JustWingIt,Berezaa,HBHack,Looty,Yrova,AMHelix,MagicHour,Wanheda,Panda,Sklar,Toki,Versatyle,Hollywood,2,3,79.06,1:14,Attack,7.5,Lucio,,,,,
12/17/2016,99,,,,,L,2885,2866,19,JustWingIt,Berezaa,HBHack,Looty,Yrova,AMHelix,MagicHour,Wanheda,Panda,Sklar,Toki,Versatyle,Hollywood,3,1,39.39,0,Defend,2,Ana,,,,,
12/17/2016,99,,,,,L,2885,2866,19,JustWingIt,Berezaa,HBHack,Looty,Yrova,AMHelix,MagicHour,Wanheda,Panda,Sklar,Toki,Versatyle,Hollywood,4,1,24.43,0,Attack,3,Lucio,,,,,
12/17/2016,100,2459,2434,-25,,L,2840,2798,42,JustWingIt,Berezaa,Gwennie,HBHack,Looty,Poke,DIM,Ducman1806,Janky,Savant,TekGames,TomRoadrunnr,Eichenwalde,1,3,67.88,2:54,Defend,6,Ana,,,,,
12/17/2016,100,,,,,L,2840,2798,42,JustWingIt,Berezaa,Gwennie,HBHack,Looty,Poke,DIM,Ducman1807,Janky,Savant,TekGames,TomRoadrunnr,Eichenwalde,2,3,67.88,0:35,Attack,8.5,Ana,,,,,
12/17/2016,100,,,,,L,2840,2798,42,JustWingIt,Berezaa,Gwennie,HBHack,Looty,Poke,DIM,Ducman1808,Janky,Savant,TekGames,TomRoadrunnr,Eichenwalde,3,1,27.13,0,Attack,3,Ana,,,,,
12/17/2016,100,,,,,L,2840,2798,42,JustWingIt,Berezaa,Gwennie,HBHack,Looty,Poke,DIM,Ducman1809,Janky,Savant,TekGames,TomRoadrunnr,Eichenwalde,4,2,27.14,0,Defend,5,Ana,,,,,
12/17/2016,101,2434,2462,28,,W,2899,2946,-47,JustWingIt,Berezaa,HBHack,Looty,ManoftheWild,Yrova,Corky89,DatBOi,KaminJaw,Lain,Pugsly,Samokins,King's Row,1,3,70.19,4:26,Attack,4.5,Lucio,,,,,
12/17/2016,101,,,,,W,2899,2946,-47,JustWingIt,Berezaa,HBHack,Looty,ManoftheWild,Yrova,Corky90,DatBOi,KaminJaw,Lain,Pugsly,Samokins,King's Row,2,3,70.19,1:58,Defend,6,Zen,,,,,
